Companyname,Companyid,business_development_manager,page_views,offers,orders,company_reply_rate,product_completness,total_order_value_in_euro,monetize_amount,wootric_score,total_points,Groups on Final Points,,cluster
Chemscout Speciality Chemicals LLP,24226,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Chiyuen International Trading Limited,8740,Juan Alvarado,0,0,0,0,0.71,0,0,0,35.5,2,,4
"Chongqing Assen Power Equipment Co.,LTD",21223,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
"Chongqing Shuote Chemicals Co.,Ltd",32106,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Delacon Biotechnik GmbH,36599,Maximilian Skaba,0,0,0,0,0.71,0,0,0,35.5,2,,4
deleted_delete_Naturalis Srl,22832,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Disruptchem Tarim ve Gida Sanayi LTD,23533,Umut Öztürk,0,0,0,0,0.71,0,0,0,35.5,2,,4
"Dochem Nanjing International Co., Ltd.",25045,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
ELKA Foreign Trade,29095,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Ets Bouvet Nicolas,32365,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
FIVE STAR GENERAL S.L,28522,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Global Mines SARL,23156,Houcem Bakkari,0,0,0,0,0.71,0,0,0,35.5,2,,4
Healthguard Hygiene Limited,10638,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
"Hebei Guanlang Biotechnology Co., Ltd",24364,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
"Hebei Yime New Material Technology Co,Ltd",31100,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
honey,25885,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
"Hong Kong tiansheng new material trading Co., LTD.",36303,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
industrial protective paints ltd,3094,Dimitrios Ntounas,0,0,0,0,0.71,0,0,0,35.5,2,,4
JSC South Urals Magnesium Compounds plant,11051,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Kasturi aromatics,30311,Anna Ziemes,0,0,0,0,0.71,0,0,0,35.5,2,,4
KERNIK,24722,Houcem Bakkari,0,0,0,0,0.71,0,0,0,35.5,2,,4
KORUMA KLOR ALKALI SAN.VE TIC. A.S,15118,Umut Öztürk,0,0,0,0,0.71,0,0,0,35.5,2,,4
LBI oil free GmbH,6330,Florian Pagels,0,0,0,0,0.71,0,0,0,35.5,2,,4
Linnusilmapuu OÜ,35331,Oksana Senchyshyn,0,0,0,0,0.71,0,0,0,35.5,2,,4
maa bharti mines & minerals,35647,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
MB GROUP EXPERTISE SOLUTION SRL,16737,Marcello Sanz,0,0,0,0,0.71,0,0,0,35.5,2,,4
Medi-clean technologies,14335,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Meiji Rus Ltd,36013,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
MERTAS A.S,19634,Umut Öztürk,0,0,0,0,0.71,0,0,0,35.5,2,,4
METAL,31638,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Neohim plus,25278,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
New Stetic USA,25739,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
NITROPARIS,27645,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Oduvanchik,17133,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Orhun Kimya L.T.D,30080,Umut Öztürk,0,0,0,0,0.71,0,0,0,35.5,2,,4
OSUPP MACHINE CHEMICAL CONSTRUCTION CO,35001,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Pakistan oil mils,25696,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
PARTH INTERCHEM,13701,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Paxymer AB,3378,Dimitrios Ntounas,0,0,0,0,0.71,0,0,0,35.5,2,,4
Planet chemical,29351,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
POLIMER,25665,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Polymer Corp LLC,10016,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
PT. Arkananta Lestari Energina,13080,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
PT. Nasco,31231,Dimitrios Ntounas,0,0,0,0,0.71,0,0,0,35.5,2,,4
Ruchak chemicals,18428,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
SHAKTI CHEMICALS,3363,Florian Pagels,0,0,0,0,0.71,0,0,0,35.5,2,,4
Sia ltd sti,24640,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Smart Invest Holdings Limited,15979,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
SOFTARED,20875,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
STATUS LTD,29757,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
"SwiSS-9, GmbH",10546,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Telkes Gép,12420,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Trulux Pty Ltd,22496,Dimitrios Ntounas,0,0,0,0,0.71,0,0,0,35.5,2,,4
Vatsalya Enterprise,12568,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
€xillent Group,24460,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Zantye Agro Industries,15635,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
ZAVALLIVSKYI GRAPHITE,35829,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Zimtrex,21104,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
ZS Latvia bee,12317,na,0,0,0,0,0.71,0,0,0,35.5,2,,4
Trading House Energostroyinvest,15214,Oksana Senchyshyn,0.014661522,0.006833713,0,0.373134328,0.291918605,0,0,0,35.35246536,2,,3
Carbon Activated Europe,207,Dimitrios Ntounas,0.009610663,0,0,0,0.697272727,0,0,0,35.34416951,2,,4
Ege Kimya,32059,Umut Öztürk,0.002034374,0,0,0,0.7044,0,0,0,35.3217187,2,,4
Agakim Kimya Sanayi ve Ticaret A.Ş.,25672,Umut Öztürk,0.001543318,0,0,0,0.703488372,0,0,0,35.25158451,2,,4
ESIM Chemicals GmbH,1704,Julian Panchyrz,0.006594177,0,0,0.15625,0.541176471,0,0,0,35.2010324,2,,4
PICTA NATURAL INGREDIENTS,15701,Umut Öztürk,0.005191161,0,0,0,0.694444444,0,0,0,34.98178027,2,,4
OQEMA d.o.o.,12282,Dimitrios Ntounas,0.041318835,0,0,0.226277372,0.429583333,0,0,0,34.85897705,2,,3
Punjab Rosin & Chemicals Works,2957,Houcem Bakkari,0.002174676,0,0,0.125,0.57,0,0,0,34.85873378,2,,4
Five Star General S.L.,8153,Juan Alvarado,0.001964223,0,0,0.125,0.57,0,0,0,34.84821115,2,,4
Perstorp Group,126,Dimitrios Ntounas,0.00764644,0,0,0.125,0.561764706,0,0,0,34.72055729,2,,4
Keyser&Mackay Poland Sp. z o.o.,18923,Oksana Senchyshyn,0.004840407,0,0,0.217391304,0.47,0,0,0,34.61158556,2,,4
TEFNAR,33459,Oksana Senchyshyn,0.001753771,0,0,0,0.69,0,0,0,34.58768853,2,,4
Chemark ApS,16372,Dimitrios Ntounas,0.007225535,0,0,0.333333333,0.349130435,0,0,0,34.48446515,2,,3
RTS Business Service Handelsges.m.b.H.,22270,Florian Pagels,0.020904946,0,0,0,0.666666667,0,0,0,34.37858061,2,,4
BRENNTAG KIMYA TIC.LTD.ŞTI.,33492,Umut Öztürk,0.004489653,0,0,0,0.679454546,0,0,0,34.19720991,2,,4
AXCENTIVE SARL,13838,Houcem Bakkari,0.001613469,0,0,0,0.682,0,0,0,34.18067345,2,,4
DETEKS Kimya,28104,Umut Öztürk,0,0,0,0,0.683333333,0,0,0,34.16666667,2,,4
Vichemic Industries,15047,Oksana Senchyshyn,0.046860751,0.004555809,0,0.205128205,0.412179487,0,0,0,34.11958388,2,,3
Prakash Chemicals Europe B.V.,9683,Juan Alvarado,0.031287268,0.002277904,0,0.211764706,0.43,0,0,0,34.10817954,2,,3
Becker Industrielack Gmbh,817,Julian Panchyrz,0,0,0,0,0.682,0,0,0,34.1,2,,4
Oqema EOOD,12135,Dimitrios Ntounas,0.04258155,0,0,0.209150327,0.429583333,0,0,0,34.06576052,2,,3
LLC UMANHIMTRADE Ukraine,11378,Oksana Senchyshyn,0.023921431,0.025056948,0,0.375,0.180372671,0,0,0,33.97609462,2,,3
Areks Kimya Otomativ Sanayii ve Dış Ticaret A.Ş,34303,Umut Öztürk,0.000280603,0,0,0,0.6775,0,0,0,33.88903016,2,,4
Kolon Industries,7755,Julian Panchyrz,0.011855489,0,0,0,0.663333333,0,0,0,33.75944113,2,,4
NOTIONAL SPECIALITIES PRODUCTS CO.,36290,Oksana Senchyshyn,0,0,0,0,0.675,0,0,0,33.75,2,,4
Quimidroga,472,Juan Alvarado,0.053665381,0,0,0.337837838,0.281470588,0,0,0,33.64869033,2,,3
KRAHN CHEMIE POLSKA Sp. z o.o.,2151,Oksana Senchyshyn,0,0.002277904,0,0,0.663333333,0,0,0,33.62224753,2,,4
Wetraoil GmbH,13681,Florian Pagels,0.007856892,0,0,0.285714286,0.378571429,0,0,0,33.60713033,2,,3
Best Ticaret Sanayi İthalat İhracat,6857,Umut Öztürk,0.010733076,0.004555809,0.018181818,0,0.57,0,0,0,33.58417917,2,,4
Ricche Ltd,24957,Dimitrios Ntounas,0.000701508,0,0,0,0.67,0,0,0,33.53507541,2,,4
deleted_Dmitrievsky chemical plant - production LLC,28118,na,0,0,0,0,0.67,0,0,0,33.5,2,,4
deleted_Integra Plastics,28056,na,0,0,0,0,0.67,0,0,0,33.5,2,,4
deleted_PavTec,28360,na,0,0,0,0,0.67,0,0,0,33.5,2,,4
"Wuhan Demeikai Biological Technology Co.,Ltd.",34136,na,0,0,0,0,0.668,0,0,0,33.4,2,,4
"Guangdong CHNV Technology Co.,",32510,na,0,0,0,0,0.666666667,0,0,0,33.33333333,2,,4
Triwill Group,20863,Umut Öztürk,7.02E-05,0,0,0,0.663333333,0,0,0,33.17017421,2,,4
Zeolites Production,2785,Dimitrios Ntounas,0.02293932,0,0,0,0.64,0,0,0,33.14696598,2,,4
R.A.W. Minerals B.V.,1490,Juan Alvarado,0.008067345,0,0,0,0.654,0,0,0,33.10336724,2,,4
distripark GmbH,324,Florian Pagels,0.004980709,0,0,0.090909091,0.565625,0,0,0,33.07573997,2,,4
Narsipur Chemicals Pvt ltd,9681,Houcem Bakkari,0.003086636,0,0,0,0.654,0,0,0,32.85433181,2,,4
ARIIX PRODUCTS INDIA PVT LTD,4836,Julian Panchyrz,0.008067345,0,0,0.34375,0.301666667,0,0,0,32.67420057,2,,3
SOLIMIX S.A,13797,Juan Alvarado,0.006664328,0,0,0,0.64,0,0,0,32.33321642,2,,4
LEFA TEMSILCILIK,5328,Umut Öztürk,0.006453876,0,0,0,0.64,0,0,0,32.32269379,2,,4
PentaCarbon GmbH,16288,Florian Pagels,0.003788145,0,0,0,0.64,0,0,0,32.18940723,2,,4
ECOTERM SRL,27221,Marcello Sanz,0.001964223,0,0,0,0.64,0,0,0,32.09821115,2,,4
Химпищеаромат (Khimpishchearomat LLC),9519,Oksana Senchyshyn,0.012977902,0,0,0.058823529,0.57,0,0,0,32.0900716,2,,4
3E AKANTOS TRATOS,27904,na,0,0,0,0,0.64,0,0,0,32,2,,4
deleted_delete_PTCP,20420,na,0,0,0,0,0.64,0,0,0,32,2,,4
"Jiangsu Kaihuida New Material Technology Co., Ltd",34027,na,0,0,0,0,0.64,0,0,0,32,2,,4
Craft Resin Limited,11662,Dimitrios Ntounas,0.005471764,0,0,0.2,0.43,0,0,0,31.77358821,2,,3
"SPOLCHEMIE - Spolek pro chemickou a hutní výrobu, a.s.",17125,Oksana Senchyshyn,0.003086636,0.004555809,0,0.181818182,0.43,0,0,0,31.65640264,2,,3
ALDODEI 1946 di Giacomo Bertolio D.I.,2412,Marcello Sanz,0.009119607,0,0,0,0.616666667,0,0,0,31.28931369,2,,4
Albar Kimya,25535,Umut Öztürk,0.001894072,0,0,0,0.616666667,0,0,0,30.92803695,2,,4
Latro Kimya,32388,Umut Öztürk,0.000982112,0,0,0,0.616666667,0,0,0,30.88243891,2,,4
Cosmetica Bolognese,9891,Marcello Sanz,0.000210452,0,0,0,0.616666667,0,0,0,30.84385596,2,,4
PETROL KİMYA SAN. VE TİC. A.Ş.,24486,Umut Öztürk,0.007576289,0,0,0.134615385,0.471176471,0,0,0,30.66840721,2,,4
Coftech GmbH,2818,Florian Pagels,0.042932304,0,0,0,0.57,0,0,0,30.64661522,2,,4
Radchem Sp.zo.o. Sp.K.,22855,Oksana Senchyshyn,0.005191161,0.013667426,0,0.214285714,0.336666667,0,0,0,30.54066229,2,,3
SEMKIM Boya ve Kimyevi Mad. San. Tic. Ltd. Şti.,4979,Umut Öztürk,0.026867766,0,0,0,0.582727273,0,0,0,30.47975192,2,,4
SACEA S.R.L.,2730,Marcello Sanz,0.00259558,0,0,0,0.605,0,0,0,30.37977902,2,,4
cannabinoidschem,32819,na,0,0,0,0,0.605,0,0,0,30.25,2,,4
"Hubei New Desheng Materials Technology Co.,Ltd",14165,na,0,0,0,0,0.605,0,0,0,30.25,2,,4
Nano Gold,232,Houcem Bakkari,0.005541915,0,0,0,0.598,0,0,0,30.17709576,2,,4
Water Treatment Products,354,Dimitrios Ntounas,0.003717994,0,0,0,0.598,0,0,0,30.08589968,2,,4
GlaxoSmithKline Pharmaceuticals Ltd,19705,Marcello Sanz,0.000911961,0,0,0,0.598,0,0,0,29.94559804,2,,4
Völpker Spezialprodukte GmbH,1875,Julian Panchyrz,0.008839004,0,0,0,0.59,0,0,0,29.94195019,2,,4
HEALTHFIRST-PHARMACEUTICALS,32535,na,0,0,0,0,0.598,0,0,0,29.9,2,,4
"Ningxiang Xinyang Chemical Co.,Ltd",34750,na,0,0,0,0,0.598,0,0,0,29.9,2,,4
Alantum Europe GmbH,1676,Florian Pagels,0.065941775,0.002277904,0.009090909,0,0.486,8.60E-05,0,0,29.87945005,2,,4
ALCON CIA DE ALCOOL CONCEICAO DA BARRA,6904,Juan Alvarado,0.000701508,0,0,0.166666667,0.43,0,0,0,29.86840875,2,,3
LKAB Minerals B.V.,2472,Juan Alvarado,0.025043844,0,0,0,0.57,0,0,0,29.75219221,2,,4
Integra Plastics,12272,Dimitrios Ntounas,0.006173273,0.004555809,0,0,0.57,0,0,0,29.71982536,2,,4
"Canaltravel Exports, S.L.",2438,Juan Alvarado,0.004770256,0.004555809,0,0,0.57,0,0,0,29.64967453,2,,4
RC Tritec AG,20041,Julian Panchyrz,0.003226938,0.004555809,0,0,0.57,0,0,0,29.57250863,2,,4
ALLNEX BELGIUM,20031,Julian Panchyrz,0.019712382,0,0,0,0.571530612,0,0,0,29.56214969,2,,4
Faravelli GmbH,1886,Florian Pagels,0.089793055,0,0,0.052325581,0.448058608,0,0,0,29.50886223,2,,4
Denkim Denizli Kimya A.Ş.,3287,Umut Öztürk,0.016555595,0,0,0,0.57,0,0,0,29.32777973,2,,4
BRIJESH CHEMICALS,3480,Oksana Senchyshyn,0.008277797,0,0,0.1,0.476666667,0,0,0,29.2472232,2,,4
Olainfarm JSC,28794,Oksana Senchyshyn,0.000210452,0,0,0,0.584,0,0,0,29.21052262,2,,4
Skova Pharmachems,564,Anna Ziemes,0.011013679,0,0,0,0.57,0,0,0,29.05068397,2,,4
SYNERGY COMMODITIES LTD,2938,Juan Alvarado,0.001543318,0.002277904,0,0,0.57,0,0,0,29.03274677,2,,4
Inchem Kimya Sanayi ve Dis Ticaret Limited Sirketi,2577,Umut Öztürk,0.010101719,0,0,0,0.57,0,0,0,29.00508593,2,,4
SINCHEM EUROPE SAS,382,Houcem Bakkari,0.010101719,0,0,0,0.57,0,0,0,29.00508593,2,,4
Weighting Agents Plant (KZU),23364,Oksana Senchyshyn,0.009750965,0,0,0,0.57,0,0,0,28.98754823,2,,4
ELEMENT ENTERPRISES,5308,Juan Alvarado,0.00848825,0,0,0,0.57,0,0,0,28.92441249,2,,4
Parv Industries,5736,Dimitrios Ntounas,0.008347948,0,0,0,0.57,0,0,0,28.9173974,2,,4
GB Chem,24322,Dimitrios Ntounas,0.007997194,0,0,0,0.57,0,0,0,28.8998597,2,,4
"Polymer Loop, S.L.",6567,Juan Alvarado,0.007786741,0,0,0,0.57,0,0,0,28.88933707,2,,4
Kemiatech,1971,na,0.007225535,0,0,0,0.57,0,0,0,28.86127675,2,,4
Novochem Ltd.,12085,Mladen Vidojevic,0.007856892,0,0,0.138888889,0.43,0,0,0,28.83728906,2,,3
Oliver Rubber Industries LLP,1204,Zaid Abu-Shehab,0.006243423,0,0,0,0.57,0,0,0,28.81217117,2,,4
Forplast LLC.,17684,Oksana Senchyshyn,0.005892669,0,0,0,0.57,0,0,0,28.79463346,2,,4
PT INDONESIA BENTONITE,12422,Florian Pagels,0.005682217,0,0,0,0.57,0,0,0,28.78411084,2,,4
GP4,17783,Houcem Bakkari,0.005541915,0,0,0,0.57,0,0,0,28.77709576,2,,4
Earth Enterprises,9671,Mladen Vidojevic,0.004980709,0,0,0,0.57,0,0,0,28.74903543,2,,4
M/s. Pacific Texchem Pvt Ltd,5192,Oksana Senchyshyn,0.004419502,0,0,0,0.57,0,0,0,28.7209751,2,,4
Sunsmit Dyechem Pvt Ltd,8519,Julian Panchyrz,0.003928446,0,0,0,0.57,0,0,0,28.69642231,2,,4
Nuvola İç ve Dış Ticaret,10750,Umut Öztürk,0.003577692,0,0,0,0.57,0,0,0,28.6788846,2,,4
Kadion Especialidades Quimicas,30209,Juan Alvarado,0.003507541,0,0,0,0.57,0,0,0,28.67537706,2,,4
OrelTech,9393,Florian Pagels,0.003016485,0,0,0,0.57,0,0,0,28.65082427,2,,4
BARCHEMICALS s.r.l,6220,Marcello Sanz,0.002806033,0,0,0,0.57,0,0,0,28.64030165,2,,4
Baltic Composites and Fragrance,2699,Oksana Senchyshyn,0.002455279,0,0,0,0.57,0,0,0,28.62276394,2,,4
Adobaser Mining Co,15666,Umut Öztürk,0.002314977,0,0,0,0.57,0,0,0,28.61574886,2,,4
Keeling & Walker Ltd.,2053,Dimitrios Ntounas,0.002244826,0,0,0,0.57,0,0,0,28.61224132,2,,4
Rain Carbon Germany GmbH,10384,Julian Panchyrz,0.002244826,0,0,0,0.57,0,0,0,28.61224132,2,,4
Shakti Chemical Industries,2516,Julian Panchyrz,0.002174676,0,0,0,0.57,0,0,0,28.60873378,2,,4
Himipex Oil,6623,Oksana Senchyshyn,0.002104525,0,0,0,0.57,0,0,0,28.60522624,2,,4
Midas Pharma GmbH,9431,Florian Pagels,0.001964223,0,0,0,0.57,0,0,0,28.59821115,2,,4
Arsenal LTD,17839,Oksana Senchyshyn,0.001894072,0,0,0,0.57,0,0,0,28.59470361,2,,4
INVISTA Polyester B.V.,2078,Juan Alvarado,0.001894072,0,0,0,0.57,0,0,0,28.59470361,2,,4
LAPASSE ADDITIVES CHEMICALS,6243,Houcem Bakkari,0.001894072,0,0,0,0.57,0,0,0,28.59470361,2,,4
ATUL RUBBER PROCESSORS PVT LTD,5089,Juan Alvarado,0.001753771,0,0,0,0.57,0,0,0,28.58768853,2,,4
Eninco Engineering B.V.,2680,Juan Alvarado,0.001613469,0,0,0,0.57,0,0,0,28.58067345,2,,4
Gama (York) Ltd,991,Dimitrios Ntounas,0.001613469,0,0,0,0.57,0,0,0,28.58067345,2,,4
Tauroquimica,916,Juan Alvarado,0.001543318,0,0,0,0.57,0,0,0,28.57716591,2,,4
"NAM PHONG INDUSTRY CO., LTD",5502,Florian Pagels,0.001403016,0,0,0,0.57,0,0,0,28.57015082,2,,4
ACSCHEM Pte Ltd,9100,Florian Pagels,0.001332866,0,0,0,0.57,0,0,0,28.56664328,2,,4
Kaffe Bueno Aps,945,Dimitrios Ntounas,0.001332866,0,0,0,0.57,0,0,0,28.56664328,2,,4
R-PLASTIND ROCN SRL,7403,Dimitrios Ntounas,0.001332866,0,0,0,0.57,0,0,0,28.56664328,2,,4
Chempoint Emea,438,Juan Alvarado,0.001262715,0,0,0,0.57,0,0,0,28.56313574,2,,4
MABAYCO ENDÜSTRİYEL ÜRÜNLER LTD. ŞTİ.,6288,Umut Öztürk,0.000982112,0,0,0,0.57,0,0,0,28.54910558,2,,4
Toliman OY,8055,Dimitrios Ntounas,0.000911961,0,0,0,0.57,0,0,0,28.54559804,2,,4
Eco-Dec,28133,Houcem Bakkari,0.00084181,0,0,0,0.57,0,0,0,28.54209049,2,,4
Elmira Industrial Supplies,25023,Julian Panchyrz,0.00084181,0,0,0,0.57,0,0,0,28.54209049,2,,4
Sova Chemicals Co,2805,Houcem Bakkari,0.00084181,0,0,0,0.57,0,0,0,28.54209049,2,,4
SWAR HONG KONG Ltd,27413,Anna Ziemes,0.00084181,0,0,0,0.57,0,0,0,28.54209049,2,,4
Agrifeed SRL,14350,Marcello Sanz,0.000771659,0,0,0,0.57,0,0,0,28.53858295,2,,4
Colux GmbH,25203,Florian Pagels,0.000701508,0,0,0,0.57,0,0,0,28.53507541,2,,4
Cure Biochem,1336,Florian Pagels,0.000701508,0,0,0,0.57,0,0,0,28.53507541,2,,4
DOGA BIOTECH,6279,Umut Öztürk,0.000701508,0,0,0,0.57,0,0,0,28.53507541,2,,4
Isogran GmbH,30022,Florian Pagels,0.000701508,0,0,0,0.57,0,0,0,28.53507541,2,,4
"JINWOO TRADING CO., LTD.",10981,Florian Pagels,0.000631357,0,0,0,0.57,0,0,0,28.53156787,2,,4
DİGİTEXİNK BOYA VE KİMYA SANAYİ TİC.LTD.ŞTİ.,11998,Umut Öztürk,0.000561207,0,0,0,0.57,0,0,0,28.52806033,2,,4
Intumescent Chemcials,6995,Dimitrios Ntounas,0.000561207,0,0,0,0.57,0,0,0,28.52806033,2,,4
SYMBIAGRO SRL,2892,Marcello Sanz,0.000561207,0,0,0,0.57,0,0,0,28.52806033,2,,4
C5 Innovation Aps,2478,Dimitrios Ntounas,0.000491056,0,0,0,0.57,0,0,0,28.52455279,2,,4
Viaton Europe GmbH,1606,Julian Panchyrz,0.000491056,0,0,0,0.57,0,0,0,28.52455279,2,,4
Elan impex,16465,Juan Alvarado,0.000420905,0,0,0,0.57,0,0,0,28.52104525,2,,4
Ismaco,1020,Marcello Sanz,0.000420905,0,0,0,0.57,0,0,0,28.52104525,2,,4
Blutizer Chemicals and Cosmetics Ltd,14012,Umut Öztürk,0.000350754,0,0,0,0.57,0,0,0,28.51753771,2,,4
Corvay Specialty Chemicals GmbH,25929,Julian Panchyrz,0.000350754,0,0,0,0.57,0,0,0,28.51753771,2,,4
Kayalar Kimya San. ve Tic. A.Ş,29789,Umut Öztürk,0.000350754,0,0,0,0.57,0,0,0,28.51753771,2,,4
Furnitur-BY LLC,17340,Oksana Senchyshyn,0.000280603,0,0,0,0.57,0,0,0,28.51403016,2,,4
HOST Olajipari Szolgáltató Kft.,6337,Mladen Vidojevic,0.000280603,0,0,0,0.57,0,0,0,28.51403016,2,,4
Natalex S.A.,34265,Oksana Senchyshyn,0.000280603,0,0,0,0.57,0,0,0,28.51403016,2,,4
Prasol Chemicals Pvt Ltd,28595,Dimitrios Ntounas,0.000280603,0,0,0,0.57,0,0,0,28.51403016,2,,4
DIFFUTHERM B.V.,11700,Juan Alvarado,0.000210452,0,0,0,0.57,0,0,0,28.51052262,2,,4
Pyrex Industries GmbH,14516,Julian Panchyrz,0.000210452,0,0,0,0.57,0,0,0,28.51052262,2,,4
UralPromGroup,32089,Oksana Senchyshyn,0.000210452,0,0,0,0.57,0,0,0,28.51052262,2,,4
ÇİFTÇİLER YAĞ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,3958,Umut Öztürk,0.000140302,0,0,0,0.57,0,0,0,28.50701508,2,,4
Neofroxx Gmbh,589,Florian Pagels,0.000140302,0,0,0,0.57,0,0,0,28.50701508,2,,4
Samyang Biophamraceuticals Corp.,10106,Florian Pagels,0.000140302,0,0,0,0.57,0,0,0,28.50701508,2,,4
Alcochem Minerals BV,1807,Juan Alvarado,0,0,0,0,0.57,0,0,0,28.5,2,,4
Alemco Limited,27862,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Arcanum Chemical & Consultancy,21094,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Aston Chemicals Ltd,823,Dimitrios Ntounas,0,0,0,0,0.57,0,0,0,28.5,2,,4
BALMTA Ethanol,12338,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Basar Ticaret ve Gıda San. A.Ş,27768,Umut Öztürk,0,0,0,0,0.57,0,0,0,28.5,2,,4
BestChem GmbH,25682,Julian Panchyrz,0,0,0,0,0.57,0,0,0,28.5,2,,4
Beugin Garay,35088,Anna Ziemes,0,0,0,0,0.57,0,0,0,28.5,2,,4
BGP Innovatives,22553,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
BLC BAKLIYAT IC VE DIS TIC. LTD. STI,23740,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Bluestone Metals and Chemicals,11477,Juan Alvarado,0,0,0,0,0.57,0,0,0,28.5,2,,4
"Cangzhou Wanyou New Material Technology Co.,Ltd",29134,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
chem 2004 cv,16671,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
deleted_delete_HydroSilex / Nordic Chem,22297,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
deleted_del_Molekula Ltd,17541,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Distona AG,34649,Florian Pagels,0,0,0,0,0.57,0,0,0,28.5,2,,4
Dr. Jet Health Advance Trading,10931,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
ecocycle,34722,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Eksotein GmbH,3660,Florian Pagels,0,0,0,0,0.57,0,0,0,28.5,2,,4
Epirus Cosmetics,15377,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
EPM Europe GmBH,33417,Julian Panchyrz,0,0,0,0,0.57,0,0,0,28.5,2,,4
ETM Group,35533,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Fluna Tec & Research GmbH,27672,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Freya industries,21304,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Germes,30187,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
"Guangxi Binyiwang Trading Co., Ltd.",35097,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Hobum Oleochemicals GmbH,2038,Julian Panchyrz,0,0,0,0,0.57,0,0,0,28.5,2,,4
HSH-Chemie Serbia,6799,Dimitrios Ntounas,0,0,0,0,0.57,0,0,0,28.5,2,,4
Huzhou Haipu Chemical Industry Ltd,34995,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Indo Colchem Ltd,27525,Mladen Vidojevic,0,0,0,0,0.57,0,0,0,28.5,2,,4
Innoract,10970,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
JAL AQUA INTERNATIONAL,3634,Zaid Abu-Shehab,0,0,0,0,0.57,0,0,0,28.5,2,,4
Jiaan Biotech,16467,Houcem Bakkari,0,0,0,0,0.57,0,0,0,28.5,2,,4
J&K Scientific,479,Houcem Bakkari,0,0,0,0,0.57,0,0,0,28.5,2,,4
J.M Enterprise,12794,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Karl Zimmermann GmbH,6276,Julian Panchyrz,0,0,0,0,0.57,0,0,0,28.5,2,,4
Kazanorgsintez,13260,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
Konark Chemie,21704,na,0,0,0,0,0.57,0,0,0,28.5,2,,4
