Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points
LLC Gazpromneft-Snabzhenie,28620,0.014646394,0.040658277,0,0,0.030981067,0,0,4.314286909
TECNOKEM S.A.,1317,0.028734831,0.052274927,0,0,0.005163511,0,0,4.308663455
Kromax srl,30317,0.010740689,0.014520813,0.003164557,0,0.048192771,0,0,4.305625059
A&G PRODEXIM SRL,24463,0.005998047,0.027105518,0.006329114,0,0.027538726,0,0,4.297937354
DAW Russland,24673,0.004882131,0.03678606,0.006329114,0,0.018932874,0,0,4.295876073
COLORIFICIO CIRPA SRL,29719,0.008229879,0.024201355,0.009493671,0,0.015490534,0,0,4.294822551
PWSC International FZC,22622,0.002371321,0.002904163,0.015822785,0,0.017211704,0,0,4.28891634
MV Plastics LTD,33089,0.01046171,0.025169409,0.009493671,0,0.012048193,0,0,4.282699797
SMALTOCHIMICA SRL,22355,0.005021621,0.021297193,0.012658228,0,0.008605852,0,0,4.277878844
decopotterycolour Sweden HB,5174,0.003068768,0.062923524,0.003164557,0,0.006884682,0,0,4.276760073
Xeda International,24010,0.008090389,0.019361084,0.006329114,0,0.032702238,0,0,4.273508331
Zebra Singular Unipessoal Lda,32945,0.009764263,0.013552759,0.009493671,0,0.024096386,0,0,4.269404542
ARAL CHEMICALS & TRADE CO.LTD.,27812,0.008508858,0.029041626,0.006329114,0,0.022375215,0,0,4.262107738
Cocoon Holland,16517,0.00251081,0.006776379,0.018987342,0,0,0,0,4.26182785
Elaborats Milà S.L.,33075,0.007532431,0.030009681,0.006329114,0,0.022375215,0,0,4.261689134
REALCOLOR SRL,30927,0.002092342,0.014520813,0.015822785,0,0.005163511,0,0,4.253390281
ic creative srl,19796,0.005579579,0.012584705,0.015822785,0,0.003442341,0,0,4.244888176
Scigrip Adhesives,20039,0.003626726,0,0.018987342,0,0.005163511,0,0,4.236980223
Engwall o. Claesson AB,6046,0.006556005,0.028073572,0.009493671,0,0.012048193,0,0,4.232622673
ASTRA SA,21303,0.00251081,0.026137464,0.012658228,0,0.005163511,0,0,4.222234836
Hellichem Ltd,7090,0.00516111,0.039690223,0,0,0.039586919,0,0,4.221912605
ROQUETTE,17383,0.006695494,0.035818006,0.003164557,0,0.029259897,0,0,4.221581244
Cathay Industries Europe N.V.,27841,0.004045195,0.025169409,0.009493671,0,0.017211704,0,0,4.220049579
DBP,6054,0.003208258,0.011616651,0.012658228,0,0.018932874,0,0,4.219534703
FLAUREA CHEMICALS SA,20428,0.003487237,0.037754114,0.009493671,0,0.005163511,0,0,4.218977284
intelligent fluids GmbH,20321,0.000836937,0,0.003164557,0.016393443,0.005163511,3.33E-05,0,4.214954584
Sintigraf II SA,31776,0.005440089,0.066795741,0,0,0.012048193,0,0,4.21420113
BASAR POLYESTER - HUSEYIN KECICI,15506,0.003068768,0.005808325,0.015822785,0,0.012048193,0,0,4.210821279
Bussetti & CO GmbH,34766,0.01841261,0.007744434,0.006329114,0,0.032702238,0,0,4.208786838
Wood Class Design,32155,0.006556005,0.009680542,0.003164557,0,0.055077453,0,0,4.198611382
THANH PHUONG CHEMICALS COMPANY LIMITED,11414,0.001115916,0,0.018987342,0,0.006884682,0,0,4.197498221
System Consultancy & Operation,27789,0.003905705,0.038722168,0,0,0.04130809,0,0,4.196798153
Altmann GmbH Bauteile für Mess- und Regeltechnik,23614,0.011438136,0.033881897,0.003164557,0,0.025817556,0,0,4.18979088
Eazymix,24973,0.003347747,0.003872217,0.012658228,0,0.025817556,0,0,4.183521571
Virtasen Maalitehdas Oy,33842,0.0053006,0.020329138,0.006329114,0,0.032702238,0,0,4.182421573
Limax-Italia,24152,0.004882131,0.01839303,0.009493671,0,0.022375215,0,0,4.181253005
Aksanlar dış ticaret gıda inş mobilya kimya sanayi ve ticaret ltd. şti,25896,0.008369368,0.030977735,0.006329114,0,0.018932874,0,0,4.179821646
Fasada Doo,23760,0.008508858,0.035818006,0.006329114,0,0.013769363,0,0,4.170634113
VB Chemicals,30227,0.011298647,0.010648596,0.006329114,0,0.036144578,0,0,4.170413864
AMT Dystrybucja,23358,0.006137537,0.014520813,0.012658228,0,0.012048193,0,0,4.166972697
IQbloc Malta Ltd,22728,0.005579579,0.014520813,0.006329114,0,0.037865749,0,0,4.164129816
DiKoM Enterprises SMPC,31258,0.007253452,0.030009681,0.006329114,0,0.020654045,0,0,4.161681668
CCm Technologies,19196,0.004742642,0.044530494,0.006329114,0,0.008605852,0,0,4.159772166
Suryam Gruh Udhyog,28333,0.006556005,0.011616651,0.006329114,0,0.039586919,0,0,4.153801518
"UNI - TECH, s. r. o.",30618,0.011577626,0.020329138,0.006329114,0,0.025817556,0,0,4.152038798
S.T.T.S. SAS,17851,0.007253452,0.028073572,0.006329114,0,0.022375215,0,0,4.150934766
SanderStrothmann GmbH,1253,0.007392942,0.031945789,0.003164557,0,0.030981067,0,0,4.148901289
Dió 896 Kft.,29331,0.011717115,0.025169409,0.006329114,0,0.020654045,0,0,4.142851265
LUYTEN SA,33954,0.007113963,0.016456922,0.003164557,0,0.046471601,0,0,4.135035651
Mauermann-Arzneimittel KG,29015,0.008787837,0.013552759,0.009493671,0,0.022375215,0,0,4.134524708
Jokisch GmbH,29620,0.015064863,0.034849952,0,0,0.032702238,0,0,4.130852586
Limbs & Things Ltd,5755,0.009345794,0.026137464,0.003164557,0,0.034423408,0,0,4.128244693
Buck-Chemie GmbH,15504,0.013530478,0.021297193,0.006329114,0,0.022375215,0,0,4.125967097
BCD Chemie GmbH,1176,0.008090389,0.029041626,0.003164557,0,0.032702238,0,0,4.124624044
ABC LEATHER SL,32684,0.005579579,0.056147144,0,0,0.020654045,0,0,4.119038387
Trio Verde SRL,30790,0.01311201,0.023233301,0.006329114,0,0.020654045,0,0,4.115790578
PREART S.R.L.,5632,0.011019668,0.033881897,0.006329114,0,0.012048193,0,0,4.113310693
MEXOCHEM CORPORATIVO,6687,0.009206305,0.015488867,0.012658228,0,0.006884682,0,0,4.110638264
CDM GALVAN SRL,25043,0.004463663,0.011616651,0.012658228,0,0.015490534,0,0,4.110187924
"GRANULADOS TÉCNICOS SOSTENIBLES, S.L.",16079,0.003347747,0.046466602,0.006329114,0,0.006884682,0,0,4.100774333
"KHIMKONTAKT PLYUS, TOV",25647,0.001952853,0.038722168,0,0,0.04130809,0,0,4.099155525
AGROFERTI TRACTAMENTS I SERVEIS SL,32006,0.014227926,0.025169409,0.006329114,0,0.017211704,0,0,4.096274747
Fasants B.V.,32054,0.007671921,0.024201355,0.009493671,0,0.012048193,0,0,4.094807618
Anorgachim S.A.,29352,0.011717115,0.01839303,0.009493671,0,0.013769363,0,0,4.092709604
Paul Leibinger GmbH,35238,0.005998047,0.024201355,0,0,0.051635112,0,0,4.091725715
EDICHEM SA,21107,0.006137537,0.013552759,0.009493671,0,0.024096386,0,0,4.088068233
Starling Supplies Ltd,28574,0.008648347,0.011616651,0.006329114,0,0.036144578,0,0,4.08630158
IRSA Lackfabrik Irmgard Sallinger GmbH,22775,0.000557958,0,0.018987342,0,0.005163511,0,0,4.083541808
PR Industrie,12681,0.003766216,0.004840271,0,0.016393443,0.006884682,0.000276578,0,4.080904755
IPM Italia,19249,0.006137537,0.054211036,0.003164557,0,0.008605852,0,0,4.080632613
Revol Limited,33976,0.004045195,0.007744434,0.012658228,0,0.018932874,0,0,4.067770701
Paint and Coatings Factory JSC,23978,0.008229879,0.048402711,0.003164557,0,0.012048193,0,0,4.066950491
"""18 vek"" LLC",34463,0.006556005,0.005808325,0.009493671,0,0.030981067,0,0,4.066004048
Lanit AG,19867,0.0053006,0.011616651,0.012658228,0,0.013769363,0,0,4.065976245
Gr3n Italia,35130,0.013809457,0.023233301,0.006329114,0,0.018932874,0,0,4.064604425
Bomix Chemie Gmbh,862,0.006695494,0.026137464,0.009493671,0,0.010327022,0,0,4.056733205
IN Holding,22756,0.006416516,0.01839303,0.006329114,0,0.030981067,0,0,4.055353419
GENTAS KIMYA SANAYIVE TIC.PAZ.A.S,19266,0.006137537,0.017424976,0.012658228,0,0.006884682,0,0,4.05400527
DuraPol Limited,23265,0.007671921,0.041626331,0.003164557,0,0.018932874,0,0,4.044467702
Polystone Chemical GmbH,29143,0.009485284,0.032913843,0.003164557,0,0.025817556,0,0,4.043745541
GIRALDI GIORGIO,34817,0.007253452,0.01839303,0.009493671,0,0.017211704,0,0,4.041643494
Univar solutions S.p.A,20361,0.017575673,0.027105518,0,0,0.036144578,0,0,4.041288463
Kaesler Nutrition GmbH,33367,0.013948947,0.008712488,0.006329114,0,0.032702238,0,0,4.034006399
Northeastwashingtoncarsales Limited,33628,0.010182731,0.019361084,0.006329114,0,0.025817556,0,0,4.033891353
Maclin Sourcing Solutions,32575,0.010740689,0.016456922,0.009493671,0,0.015490534,0,0,4.033141389
PROCHIMA SRL,11480,0.000278979,0.000968054,0.018987342,0,0.003442341,0,0,4.031937051
Eminada İnşaat Sanayi ve Ticaret LTD. ŞTİ.,22983,0.006974473,0.005808325,0.012658228,0,0.017211704,0,0,4.031370702
Love Nature UA,20648,0.006695494,0.047434656,0.003164557,0,0.013769363,0,0,4.027887092
Pinturas y Recubrimientos Ursan  S.L,13750,0.0026503,0.005808325,0.015822785,0,0.008605852,0,0,4.017780819
JBC Delights,18939,0.007671921,0.020329138,0.012658228,0,0.00172117,0,0,4.01775705
Tek Lacke Chemie S.L.,23263,0.004882131,0.032913843,0.006329114,0,0.017211704,0,0,4.016206711
Lipovitac OÜ,15143,0.003905705,0.009680542,0.015822785,0,0.003442341,0,0,4.015986363
Laboratoire medident,35750,0.006416516,0.047434656,0.003164557,0,0.013769363,0,0,4.013938145
Puraffinity Ltd,23482,0.005998047,0.030009681,0.006329114,0,0.018932874,0,0,4.012852887
pharm2farm,25242,0.00516111,0.034849952,0.003164557,0,0.027538726,0,0,4.010400806
Noho GmbH,33888,0.010740689,0.030977735,0.003164557,0,0.025817556,0,0,4.009710381
MADIA Construct SRL,24200,0.010043242,0.042594385,0,0,0.027538726,0,0,4.008817668
Mekz Limited,19278,0.007671921,0.042594385,0.003164557,0,0.017211704,0,0,4.006811893
"KOST USA, Inc.",23184,0.005719068,0.023233301,0.006329114,0,0.025817556,0,0,4.004319045
Storms AS,21318,0.006416516,0.039690223,0.006329114,0,0.008605852,0,0,4.001452294
DB German Solution GmbH,11449,0.009624773,0.044530494,0,0,0.025817556,0,0,3.998641149
ljekarna Salus,23629,0.010182731,0.041626331,0.003164557,0,0.015490534,0,0,3.997891184
Ledil Oy,27938,0.005719068,0.048402711,0,0,0.025817556,0,0,3.996966735
CIRON S.A.,30973,0.006556005,0.040658277,0,0,0.032702238,0,0,3.99582597
INNOTUBE SRL Romania,35501,0.007532431,0.028073572,0.006329114,0,0.018932874,0,0,3.992766674
Kartli,32470,0.006137537,0.020329138,0,0,0.053356282,0,0,3.991147866
TUBAN,34342,0.005998047,0.060019361,0,0,0.013769363,0,0,3.98933857
BRAM SAS,23905,0.000278979,0,0.018987342,0,0.003442341,0,0,3.983534341
Hologic,24263,0.005579579,0.033881897,0.003164557,0,0.027538726,0,0,3.982921516
EUROPLASTIC SRL,23404,0.008927326,0.015488867,0.009493671,0,0.017211704,0,0,3.980129043
Novo Nordisk,23585,0.007671921,0.024201355,0.006329114,0,0.022375215,0,0,3.978247344
Heson GmbH,31140,0.005440089,0.015488867,0.009493671,0,0.020654045,0,0,3.977884247
Ventilation Systems AT,34648,0.011996094,0.023233301,0.006329114,0,0.018932874,0,0,3.973936271
AquaServ Limited,29219,0.006277026,0.035818006,0.006329114,0,0.012048193,0,0,3.972984018
ECT Water Sanitation and Education AB,32278,0.014227926,0.010648596,0.006329114,0,0.029259897,0,0,3.972643727
Kemin Food,22137,0.005579579,0.026137464,0.006329114,0,0.022375215,0,0,3.970435664
Fiorella GB OOD,34985,0.002231831,0,0.015822785,0,0.013769363,0,0,3.964616695
UAB Aconitum,31774,0.010043242,0.017424976,0.009493671,0,0.013769363,0,0,3.960613212
Mistral Italia srl,12285,0.006416516,0.037754114,0.003164557,0,0.022375215,0,0,3.960203639
Forplast,17335,0.004882131,0.01839303,0.012658228,0,0.005163511,0,0,3.953579199
Kiwano sp. z o.o.,3425,0.001952853,0.006776379,0.015822785,0,0.006884682,0,0,3.945252643
AquafilSLO,12990,0.006277026,0.045498548,0.006329114,0,0.00172117,0,0,3.940660005
Vitalab İlaç Sanayi A.Ş.,33885,0.004742642,0.022265247,0.009493671,0,0.013769363,0,0,3.937596775
Kemal-Başaran-Endüstri-a-ş-,15829,0.004184684,0.019361084,0.009493671,0,0.017211704,0,0,3.936607789
EQ srl,25210,0.006974473,0.022265247,0.006329114,0,0.024096386,0,0,3.932628076
AmphoChem AB,420,0.008787837,0.013552759,0.006329114,0,0.030981067,0,0,3.931905915
Telene SAS,24971,0.018970568,0.003872217,0.003164557,0,0.04302926,0,0,3.926513616
WEPA Professional GmbH,25460,0.011019668,0.023233301,0.006329114,0,0.018932874,0,0,3.925114957
IYON MEDICAL,32543,0.004603152,0.007744434,0.012658228,0,0.015490534,0,0,3.923551555
Bene in Casa srl,3234,0.004603152,0.041626331,0.006329114,0,0.006884682,0,0,3.921531041
Kirovogradpostach,12578,0.002371321,0,0.018987342,0,0,0,0,3.916034403
Smithers Oasis- Floralife,11746,0.0079509,0.017424976,0.006329114,0,0.027538726,0,0,3.911552877
EVALITE GmbH,33882,0.005719068,0.008712488,0.009493671,0,0.025817556,0,0,3.91118978
KiiltoClean LLC,24355,0.003068768,0.025169409,0,0,0.049913941,0,0,3.907605964
Uniqueland,33720,0.011298647,0.051306873,0,0,0.015490534,0,0,3.904802685
"YAMAMOTO TRADING KOREA CO.,LTD.",25640,0.020086483,0.01839303,0,0,0.039586919,0,0,3.903321629
STAR-JOHN PAPADOPOULOS AND CO,19871,0.00516111,0.022265247,0.012658228,0,0,0,0,3.902963429
MPS. Pharma-Europe,33970,0.007671921,0.020329138,0.009493671,0,0.012048193,0,0,3.901196776
LATTICINI MOLISANI TAMBURRO SRL,34580,0.009066815,0.015488867,0.009493671,0,0.015490534,0,0,3.901044997
SOUDAL NV,12100,0.005021621,0.03678606,0,0,0.036144578,0,0,3.89761296
Elementis global,31196,0.004045195,0.053242982,0,0,0.020654045,0,0,3.897111047
SIA GroGlass,19256,0.000836937,0.021297193,0.012658228,0,0.005163511,0,0,3.896527602
ACTO PHARMA HİJYEN SAN. TİC. A.Ş.,32880,0.011438136,0.013552759,0.006329114,0,0.027538726,0,0,3.89230387
SRG TECHNOLOGY COMPANY,30949,0.008229879,0.045498548,0,0,0.024096386,0,0,3.891240605
Supmed Kimya,32406,0.006974473,0.030009681,0.006329114,0,0.015490534,0,0,3.889557161
Ecoclean GmbH,28734,0.00251081,0.019361084,0.012658228,0,0.005163511,0,0,3.883415862
HSH CHEMIE s.r.o.,23073,0.003905705,0.027105518,0.009493671,0,0.008605852,0,0,3.879587928
Mitsui & Co. Deutschland GmbH,9047,0.023992189,0.017424976,0,0,0.036144578,0,0,3.878087135
G PACHOPOS SA COSMETICS (YELLOW ROSE PROFESSIONAL COSMETICS),31649,0.004882131,0.063891578,0,0,0.008605852,0,0,3.868978065
Pollak Zakład Farb i Lakierów,20194,0.000418468,0.000968054,0.018987342,0,0,0,0,3.866794485
Baumit Kft,34210,0.007392942,0.016456922,0.009493671,0,0.015490534,0,0,3.865754026
HOESCH Metallurgie GmbH,19071,0.005998047,0.01839303,0.006329114,0,0.027538726,0,0,3.862312959
La Mediterranea Srl,35052,0.012972521,0.025169409,0.006329114,0,0.013769363,0,0,3.861387446
GRUPA INCO,20187,0.006416516,0.027105518,0.003164557,0,0.030981067,0,0,3.858066422
"Kiryong Co., Ltd.",18993,0.024271168,0.025169409,0,0,0.027538726,0,0,3.848965167
Foxtel Oy,34371,0.010322221,0.03678606,0.003164557,0,0.017211704,0,0,3.848910625
ATA KIMYA INŞ SAN TİC LTD ŞTİ,27934,0.00516111,0.009680542,0.009493671,0,0.024096386,0,0,3.845636077
ReStone AS,29769,0.005858558,0.019361084,0,0,0.051635112,0,0,3.842737689
Raziol Zibulla & Sohn GmbH,177,0.008787837,0.026137464,0.003164557,0,0.029259897,0,0,3.84217124
ASTORPLAST Klebetechnik GmbH,14157,0.0053006,0.023233301,0.009493671,0,0.010327022,0,0,3.841780339
BLANCHON,22686,0.002929279,0.007744434,0.012658228,0,0.015490534,0,0,3.839857874
Arkema Inc.,29388,0.004882131,0.042594385,0,0,0.029259897,0,0,3.836820671
Moni Muovi Oy,30021,0.008369368,0.049370765,0,0,0.018932874,0,0,3.833650362
"Agrakem Quimicos, SL",19390,0.021760357,0.023233301,0.003164557,0,0.018932874,0,0,3.829238018
VERNITES S.R.L.,34101,0.010322221,0.01839303,0.006329114,0,0.022375215,0,0,3.820346076
SIVVAS SA,32995,0.008090389,0.056147144,0,0,0.012048193,0,0,3.814286309
Dekors d.o.o.,33873,0.004463663,0.007744434,0.009493671,0,0.025817556,0,0,3.800016808
Arolco IRL,24504,0.005998047,0.000968054,0.009493671,0,0.030981067,0,0,3.796092601
Wieberr,30161,0.006556005,0.022265247,0.003164557,0,0.034423408,0,0,3.795144382
IC Trading SIA,32137,0.021202399,0.008712488,0.006329114,0,0.020654045,0,0,3.794269378
BBA ECOTECH SRL,29975,0.007253452,0.020329138,0.009493671,0,0.010327022,0,0,3.794214836
Advanced Nylons,21154,0.00516111,0.03678606,0.006329114,0,0.008605852,0,0,3.793473902
vuki a.s.,9333,0.005998047,0.029041626,0.006329114,0,0.015490534,0,0,3.792333137
Polikim Kimya Ve Plastik San.Tic.Ltd.şti.,23066,0.003766216,0.004840271,0.009493671,0,0.029259897,0,0,3.792053349
Solepharm Ltd,32533,0.014367415,0.015488867,0.006329114,0,0.020654045,0,0,3.791339154
ANKER CHEMICAL TECHNOLOGIES LTD,16270,0.003626726,0.014520813,0.012658228,0,0.006884682,0,0,3.783256616
INDUSTRIAS QUIMICAS IRIS S.A.,23610,0.005021621,0.009680542,0.012658228,0,0.010327022,0,0,3.783104837
Better Dairy Limited,34627,0.008369368,0.021297193,0.006329114,0,0.020654045,0,0,3.78185306
EUROSEA GmbH,27454,0.00516111,0.038722168,0.003164557,0,0.018932874,0,0,3.773719049
FL Brewing srl,33104,0.009764263,0.028073572,0.006329114,0,0.012048193,0,0,3.760124169
SIGNS,31284,0.010182731,0.008712488,0.006329114,0,0.030981067,0,0,3.759637096
OMEGA technology GmbH,27931,0.009345794,0.029041626,0.003164557,0,0.024096386,0,0,3.757101706
CeNTI,27277,0.00516111,0.006776379,0.006329114,0,0.037865749,0,0,3.755984711
Decoralwerke AG,28888,0.004742642,0.032913843,0.006329114,0,0.012048193,0,0,3.751056679
Guala Closures Bulgaria,22096,0.004045195,0.030009681,0.006329114,0,0.015490534,0,0,3.743093219
"Rolpin, Lda",29997,0.00781141,0.013552759,0.009493671,0,0.015490534,0,0,3.741469315
J-Biochrom,24190,0.006974473,0.01839303,0.006329114,0,0.024096386,0,0,3.739017234
Darte Kimya Co,35003,0.011019668,0.019361084,0.006329114,0,0.018932874,0,0,3.731504114
DOLAV Germany GmbH,34609,0.008648347,0.007744434,0.006329114,0,0.032702238,0,0,3.720573698
Procter Johnson,1783,0.012972521,0.002904163,0,0,0.058519793,0,0,3.719823833
Speedpart GmbH,29705,0.005858558,0.011616651,0.009493671,0,0.018932874,0,0,3.719138306
Drew-Marine,34846,0.008229879,0.01839303,0.006329114,0,0.022375215,0,0,3.715728975
MasterClean GmbH,19639,0.017436184,0.028073572,0.006329114,0,0.003442341,0,0,3.713427609
Texon Möckmühl GmbH,32199,0.016878226,0.009680542,0.006329114,0,0.022375215,0,0,3.712521932
Vefa Ilaç Sanayi,33451,0.009066815,0.042594385,0,0,0.022375215,0,0,3.701820794
Arena Group S.A,5561,0.002929279,0.013552759,0.012658228,0,0.006884682,0,0,3.699981538
Magnum Industrial Ltd,22176,0.00251081,0.035818006,0.006329114,0,0.010327022,0,0,3.698614716
CAEN S.p.A.,27230,0.005998047,0.008712488,0.003164557,0,0.046471601,0,0,3.692018179
Aceitelia,32277,0.006556005,0.015488867,0.009493671,0,0.013769363,0,0,3.689445955
Samuel Banner & Co. Ltd,32715,0.004603152,0.008712488,0.009493671,0,0.022375215,0,0,3.683276953
William Rowland Ltd,29744,0.009764263,0.01839303,0.003164557,0,0.032702238,0,0,3.675887909
P. REPRESENTATIONS,24880,0.008648347,0.049370765,0,0,0.015490534,0,0,3.675482269
E' COSI' SRL,30041,0.008508858,0.042594385,0,0,0.022375215,0,0,3.673922901
DSI Underground Chemicals sp. z o.o.,17661,0.005858558,0.016456922,0.006329114,0,0.025817556,0,0,3.672474545
FARMALABOR SRB,8108,0.002371321,0.013552759,0.012658228,0,0.006884682,0,0,3.672083645
Ünlü Boya San.Tic.Ltd.Şti,15055,0.005021621,0.042594385,0,0,0.025817556,0,0,3.671678105
griwecolor GmbH,23682,0.009485284,0.014520813,0.006329114,0,0.024096386,0,0,3.670946913
Epoxy 2.0,32616,0.007532431,0.023233301,0.006329114,0,0.017211704,0,0,3.664694601
"MARCAS VIALES, S.A.",23563,0.002371321,0.017424976,0.009493671,0,0.015490534,0,0,3.663075694
Performance Additives Europe GmbH (B),2101,0.006416516,0.024201355,0.006329114,0,0.017211704,0,0,3.657301524
Eskaro Chemikal AS,18741,0.001255405,0.006776379,0.015822785,0,0.00172117,0,0,3.652204717
Tonejet Ltd,13464,0.007532431,0.024201355,0,0,0.04130809,0,0,3.652093804
TFL Ledertechnik GmbH,26146,0.005719068,0.015488867,0.009493671,0,0.013769363,0,0,3.647599115
B.I. (Europe) Limited,25658,0.006277026,0.015488867,0.006329114,0,0.025817556,0,0,3.644995255
Ballistol GmbH,35094,0.012693542,0.019361084,0.006329114,0,0.015490534,0,0,3.643080756
Finedin srl,18326,0.002929279,0.016456922,0.009493671,0,0.015490534,0,0,3.642570877
Biesterfeld Spezialchemie GmbH,29347,0.007532431,0.053242982,0,0,0.012048193,0,0,3.641180284
Studio Grim,30247,0.009624773,0.025169409,0,0,0.037865749,0,0,3.632996576
List Lackfabrik,21580,0.003766216,0.046466602,0,0,0.022375215,0,0,3.630401646
Shrieve Products International,12786,0.010322221,0.048402711,0,0,0.013769363,0,0,3.62471472
Keyser & Mackay,27785,0.004463663,0.054211036,0,0,0.013769363,0,0,3.622203099
Hüttenes-Albertus France,23387,0.009903752,0.023233301,0.006329114,0,0.013769363,0,0,3.61114361
Kleb-und Gießharztechnik Dr. Ludeck GmbH,23040,0.006137537,0.033881897,0.006329114,0,0.006884682,0,0,3.611028564
LASER COLOR s.c.,24872,0.005719068,0.016456922,0.009493671,0,0.012048193,0,0,3.609943306
POLRES Elektrik Uretim Insaat Tarım Hay. San. ve Tic A.S.,24790,0.004324174,0.012584705,0.009493671,0,0.017211704,0,0,3.604763289
"Big Bad Woof, Inc",31640,0.010043242,0.046466602,0,0,0.015490534,0,0,3.600018871
DRACO,16571,0.005858558,0.039690223,0.003164557,0,0.013769363,0,0,3.598818567
